12.27:09.13.23 INFO	ru.sfedu.shop.Main:55 - 
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822216156; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822216264; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822216386; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822314544; name - desk; price - 100.0; amount - 40
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822319914; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822320071; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822320235; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822320459; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822320576; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822320746; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822320875; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822320993; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822321104; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822321253; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822663621; name - desk; price - 100.0; amount - 0
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822668253; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822668470; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822668611; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822668755; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822668890; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822669012; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822669158; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822669276; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822669410; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822669568; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862629061; name - desk; price - 100.0; amount - 0
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862633964; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862634110; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862634258; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862634404; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862634550; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862634714; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862634864; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862635039; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862635208; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1483862635355; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:80 - 1482784894234;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.55TRACE	ru.sfedu.shop.Main:80 - 1482784894283;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.55TRACE	ru.sfedu.shop.Main:80 - 1482784894364;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.55TRACE	ru.sfedu.shop.Main:80 - 1482784894419;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.55TRACE	ru.sfedu.shop.Main:80 - 1482784894455;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.55TRACE	ru.sfedu.shop.Main:80 - 1482784894485;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.55TRACE	ru.sfedu.shop.Main:80 - 1482784894521;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482784894577;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482784894628;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482784894671;876543;1482784894225;19122016;sended;1482784894225;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482784896868;1482784896855;1482784896851;19122016;sended;1482784896851;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482784896937;1482784896935;1482784896933;19122016;sended;1482784896933;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482784896990;1482784896988;1482784896987;19122016;sended;1482784896987;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482784896991;1482784896988;1482784896987;19122016;sended;1482784896987;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821366819;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367045;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367125;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367210;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367309;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367368;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367426;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367484;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367549;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821367619;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424104;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424275;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424358;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424419;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424491;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424567;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424645;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424755;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424857;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821424990;876543;876543;19122016;sended;876543;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821848716;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849000;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849119;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849232;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849324;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849450;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849586;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849676;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849768;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482821849858;876543;1482821848707;19122016;sended;1482821848707;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822065391;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822065639;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822065778;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822065935;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822066062;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822066228;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822066328;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822066419;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822066508;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822066611;876543;1482822065384;19122016;sended;1482822065384;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822209421;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822209769;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822209909;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822210035;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822210148;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822210262;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822210383;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822210531;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822210636;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822210784;876543;1482822209405;19122016;sended;1482822209405;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822312798;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822313125;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822313254;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822313409;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822313535;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822313717;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822313851;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822313991;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822314202;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822314417;876543;98765;19122016;sended;98765;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822661349;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822661679;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822661871;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822662276;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822662493;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822662659;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822662808;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822663014;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822663142;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1482822663391;1482822661340;1482822661338;19122016;sended;1482822661338;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862627214;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862627409;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862627655;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862627845;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862628002;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862628147;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862628313;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862628481;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862628650;2345;1483862627205;19122016;sended;1483862627205;3.0
01.08:10.03.56TRACE	ru.sfedu.shop.Main:80 - 1483862628867;2345;1483862627205;19122016;sended;1483862627205;3.0
